image,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.007971938775510204,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,50,0.8230907917022705,"[0, 1, 223, 222]",27,150501,150528,0.01793686224489796,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,196,0.8230907917022705,"[0, 1, 223, 222]",111,150417,150528,0.07374043367346939,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,784,0.8230907917022705,"[0, 1, 223, 222]",441,150087,150528,0.29296875,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,12544,0.8230907917022705,"[0, 1, 223, 222]",7038,143490,150528,4.675542091836735,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,25088,0.8230907917022705,"[0, 1, 223, 222]",14076,136452,150528,9.35108418367347,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,50176,0.8230907917022705,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,2,0.8230907917022705,"[0, 1, 223, 222]",0,150528,150528,0.0,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,10,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,20,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.007971938775510204,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,30,0.8230907917022705,"[0, 1, 223, 222]",18,150510,150528,0.011957908163265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.007971938775510204,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,50,0.8230907917022705,"[0, 1, 223, 222]",27,150501,150528,0.01793686224489796,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,196,0.8230907917022705,"[0, 1, 223, 222]",111,150417,150528,0.07374043367346939,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,784,0.8230907917022705,"[0, 1, 223, 222]",441,150087,150528,0.29296875,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,12544,0.8230907917022705,"[0, 1, 223, 222]",7038,143490,150528,4.675542091836735,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,25088,0.8230907917022705,"[0, 1, 223, 222]",14076,136452,150528,9.35108418367347,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,50176,0.8230907917022705,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,2,0.8230907917022705,"[0, 1, 223, 222]",0,150528,150528,0.0,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,10,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,20,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.007971938775510204,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,30,0.8230907917022705,"[0, 1, 223, 222]",18,150510,150528,0.011957908163265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.007971938775510204,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,50,0.8230907917022705,"[0, 1, 223, 222]",27,150501,150528,0.01793686224489796,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,196,0.8230907917022705,"[0, 1, 223, 222]",111,150417,150528,0.07374043367346939,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,784,0.8230907917022705,"[0, 1, 223, 222]",441,150087,150528,0.29296875,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,12544,0.8230907917022705,"[0, 1, 223, 222]",7038,143490,150528,4.675542091836735,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,25088,0.8230907917022705,"[0, 1, 223, 222]",14076,136452,150528,9.35108418367347,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,50176,0.8230907917022705,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,2,0.8230907917022705,"[0, 1, 223, 222]",0,150528,150528,0.0,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,10,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,20,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.007971938775510204,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,30,0.8230907917022705,"[0, 1, 223, 222]",18,150510,150528,0.011957908163265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.007971938775510204,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,50,0.8230907917022705,"[0, 1, 223, 222]",27,150501,150528,0.01793686224489796,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,196,0.8230907917022705,"[0, 1, 223, 222]",111,150417,150528,0.07374043367346939,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,784,0.8230907917022705,"[0, 1, 223, 222]",441,150087,150528,0.29296875,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,12544,0.8230907917022705,"[0, 1, 223, 222]",7038,143490,150528,4.675542091836735,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,25088,0.8230907917022705,"[0, 1, 223, 222]",14076,136452,150528,9.35108418367347,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,50176,0.8230907917022705,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,2,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,10,0.8230907917022705,"[0, 1, 223, 222]",24,150504,150528,0.01594387755102041,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,20,0.8230907917022705,"[0, 1, 223, 222]",48,150480,150528,0.03188775510204082,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,30,0.8230907917022705,"[0, 1, 223, 222]",72,150456,150528,0.04783163265306122,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,24,0.8230907917022705,"[0, 1, 223, 222]",60,150468,150528,0.03985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,50,0.8230907917022705,"[0, 1, 223, 222]",123,150405,150528,0.0817123724489796,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,196,0.8230907917022705,"[0, 1, 223, 222]",477,150051,150528,0.3168845663265306,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,784,0.8230907917022705,"[0, 1, 223, 222]",1911,148617,150528,1.26953125,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,12544,0.8230907917022705,"[0, 1, 223, 222]",30594,119934,150528,20.324457908163264,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,25088,0.8230907917022705,"[0, 1, 223, 222]",61188,89340,150528,40.64891581632653,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,50176,0.8230907917022705,"[0, 1, 223, 222]",122379,28149,150528,81.29982461734694,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,2,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,10,0.8230907917022705,"[0, 1, 223, 222]",24,150504,150528,0.01594387755102041,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,20,0.8230907917022705,"[0, 1, 223, 222]",48,150480,150528,0.03188775510204082,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,30,0.8230907917022705,"[0, 1, 223, 222]",72,150456,150528,0.04783163265306122,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,24,0.8230907917022705,"[0, 1, 223, 222]",60,150468,150528,0.03985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,50,0.8230907917022705,"[0, 1, 223, 222]",123,150405,150528,0.0817123724489796,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,196,0.8230907917022705,"[0, 1, 223, 222]",477,150051,150528,0.3168845663265306,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,784,0.8230907917022705,"[0, 1, 223, 222]",1911,148617,150528,1.26953125,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,12544,0.8230907917022705,"[0, 1, 223, 222]",30594,119934,150528,20.324457908163264,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,25088,0.8230907917022705,"[0, 1, 223, 222]",61188,89340,150528,40.64891581632653,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0002,50176,0.8230907917022705,"[0, 1, 223, 222]",122379,28149,150528,81.29982461734694,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,2,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,10,0.8230907917022705,"[0, 1, 223, 222]",24,150504,150528,0.01594387755102041,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,20,0.8230907917022705,"[0, 1, 223, 222]",48,150480,150528,0.03188775510204082,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,30,0.8230907917022705,"[0, 1, 223, 222]",72,150456,150528,0.04783163265306122,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,24,0.8230907917022705,"[0, 1, 223, 222]",60,150468,150528,0.03985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,50,0.8230907917022705,"[0, 1, 223, 222]",123,150405,150528,0.0817123724489796,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,196,0.8230907917022705,"[0, 1, 223, 222]",477,150051,150528,0.3168845663265306,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,784,0.8230907917022705,"[0, 1, 223, 222]",1911,148617,150528,1.26953125,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,12544,0.8230907917022705,"[0, 1, 223, 222]",30594,119934,150528,20.324457908163264,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,25088,0.8230907917022705,"[0, 1, 223, 222]",61188,89340,150528,40.64891581632653,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,50176,0.8230907917022705,"[0, 1, 223, 222]",122379,28149,150528,81.29982461734694,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,2,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,10,0.8230907917022705,"[0, 1, 223, 222]",24,150504,150528,0.01594387755102041,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,20,0.8230907917022705,"[0, 1, 223, 222]",48,150480,150528,0.03188775510204082,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,30,0.8230907917022705,"[0, 1, 223, 222]",72,150456,150528,0.04783163265306122,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,24,0.8230907917022705,"[0, 1, 223, 222]",60,150468,150528,0.03985969387755102,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,50,0.8230907917022705,"[0, 1, 223, 222]",123,150405,150528,0.0817123724489796,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,196,0.8230907917022705,"[0, 1, 223, 222]",477,150051,150528,0.3168845663265306,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,784,0.8230907917022705,"[0, 1, 223, 222]",1911,148617,150528,1.26953125,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,12544,0.8230907917022705,"[0, 1, 223, 222]",30594,119934,150528,20.324457908163264,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,25088,0.8230907917022705,"[0, 1, 223, 222]",61188,89340,150528,40.64891581632653,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0004,50176,0.8230907917022705,"[0, 1, 223, 222]",122379,28149,150528,81.29982461734694,fix_nonmask
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,2,,,6,150522,150528,0.003985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,10,,,30,150498,150528,0.01992984693877551,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,20,,,60,150468,150528,0.03985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,30,,,90,150438,150528,0.05978954081632653,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,24,,,72,150456,150528,0.04783163265306122,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,50,,,150,150378,150528,0.09964923469387756,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,196,,,588,149940,150528,0.390625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,784,,,2352,148176,150528,1.5625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,2,,,6,150522,150528,0.003985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,10,,,30,150498,150528,0.01992984693877551,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,20,,,60,150468,150528,0.03985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,30,,,90,150438,150528,0.05978954081632653,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,24,,,72,150456,150528,0.04783163265306122,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,50,,,150,150378,150528,0.09964923469387756,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,196,,,588,149940,150528,0.390625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,784,,,2352,148176,150528,1.5625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,12544,,,37632,112896,150528,25.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,25088,,,75264,75264,150528,50.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0002,50176,,,150528,0,150528,100.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,2,,,6,150522,150528,0.003985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,10,,,30,150498,150528,0.01992984693877551,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,20,,,60,150468,150528,0.03985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,30,,,90,150438,150528,0.05978954081632653,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,24,,,72,150456,150528,0.04783163265306122,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,50,,,150,150378,150528,0.09964923469387756,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,196,,,588,149940,150528,0.390625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,784,,,2352,148176,150528,1.5625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,12544,,,37632,112896,150528,25.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,25088,,,75264,75264,150528,50.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,50176,,,150528,0,150528,100.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,2,,,6,150522,150528,0.003985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,10,,,30,150498,150528,0.01992984693877551,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,20,,,60,150468,150528,0.03985969387755102,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,30,,,90,150438,150528,0.05978954081632653,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,24,,,72,150456,150528,0.04783163265306122,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,50,,,150,150378,150528,0.09964923469387756,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,196,,,588,149940,150528,0.390625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,784,,,2352,148176,150528,1.5625,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,12544,,,37632,112896,150528,25.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,25088,,,75264,75264,150528,50.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0004,50176,,,150528,0,150528,100.0,global
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,2,0.9039143323898315,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,10,0.9039143323898315,"[0, 0, 223, 223]",3,150525,150528,0.001992984693877551,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,20,0.9039143323898315,"[0, 0, 223, 223]",6,150522,150528,0.003985969387755102,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,30,0.9039143323898315,"[0, 0, 223, 223]",9,150519,150528,0.005978954081632653,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,24,0.9039143323898315,"[0, 0, 223, 223]",6,150522,150528,0.003985969387755102,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,50,0.9039143323898315,"[0, 0, 223, 223]",15,150513,150528,0.009964923469387755,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,196,0.9039143323898315,"[0, 0, 223, 223]",57,150471,150528,0.03786670918367347,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,784,0.9039143323898315,"[0, 0, 223, 223]",231,150297,150528,0.15345982142857142,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,12544,0.9039143323898315,"[0, 0, 223, 223]",3678,146850,150528,2.4433992346938775,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,25088,0.9039143323898315,"[0, 0, 223, 223]",7356,143172,150528,4.886798469387755,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,50176,0.9039143323898315,"[0, 0, 223, 223]",14712,135816,150528,9.77359693877551,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0002,2,0.9039143323898315,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0002,10,0.9039143323898315,"[0, 0, 223, 223]",3,150525,150528,0.001992984693877551,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0002,20,0.9039143323898315,"[0, 0, 223, 223]",6,150522,150528,0.003985969387755102,fix_mask
