instance_id,image,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern,onnx,vnnlib,timeout,result,lb_minus_rhs,domains_visited,bab_time,all_time,init_unstable
11,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k50176_eps_0.0001.vnnlib,1200.0,timeout False,-0.4352812767028808,3.0,2273.6261882781982,3787.241411447525,0.0
12,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,2,,,6,150522,150528,0.0039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k2_eps_0.0002.vnnlib,1200.0,unsat False,1.83339524269104,0.0,319.6052448749542,1550.191434621811,0.0
13,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,10,,,30,150498,150528,0.0199298469387755,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k10_eps_0.0002.vnnlib,1200.0,unsat False,1.833378553390503,0.0,585.4596462249756,2105.442907094955,0.0
14,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,20,,,60,150468,150528,0.039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k20_eps_0.0002.vnnlib,1200.0,unsat False,1.8333529233932495,0.0,637.0165359973907,1865.9451394081116,0.0
15,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,30,,,90,150438,150528,0.0597895408163265,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k30_eps_0.0002.vnnlib,1200.0,unsat False,1.8333137035369873,0.0,699.4643836021423,2219.438106775284,0.0
16,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,24,,,72,150456,150528,0.0478316326530612,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k24_eps_0.0002.vnnlib,1200.0,unsat False,1.833345890045166,0.0,649.2069849967957,2161.933277606964,0.0
17,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,50,,,150,150378,150528,0.0996492346938775,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k50_eps_0.0002.vnnlib,1200.0,unsat False,1.8332974910736084,0.0,522.9141316413879,2031.945961713791,0.0
18,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,196,,,588,149940,150528,0.390625,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k196_eps_0.0002.vnnlib,1200.0,unsat False,1.8330155611038208,0.0,596.2487297058105,1822.574425697327,0.0
19,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,784,,,2352,148176,150528,1.5625,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k784_eps_0.0002.vnnlib,1200.0,unsat False,1.8318670988082888,0.0,559.437374830246,2075.4041686058044,0.0
20,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,12544,,,37632,112896,150528,25.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k12544_eps_0.0002.vnnlib,1200.0,unsat False,1.7705388069152832,0.0,683.437381029129,2203.3040163517,0.0
21,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,25088,,,75264,75264,150528,50.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k25088_eps_0.0002.vnnlib,1200.0,timeout False,-0.8217682838439941,3.0,2252.524270772934,3491.8091943264008,0.0
22,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0002,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k50176_eps_0.0002.vnnlib,1200.0,timeout False,-95434.5546875,3.0,3703.631811618805,5111.501291036606,0.0
23,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,2,,,6,150522,150528,0.0039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k2_eps_0.0003.vnnlib,1200.0,unsat False,1.8333942890167236,0.0,323.1019468307495,1551.1056432724,0.0
24,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,10,,,30,150498,150528,0.0199298469387755,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k10_eps_0.0003.vnnlib,1200.0,unsat False,1.8333693742752075,0.0,588.9325125217438,1911.7272934913635,0.0
25,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,20,,,60,150468,150528,0.039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k20_eps_0.0003.vnnlib,1200.0,unsat False,1.8333302736282349,0.0,646.9411976337433,1874.119033575058,0.0
26,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,30,,,90,150438,150528,0.0597895408163265,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k30_eps_0.0003.vnnlib,1200.0,unsat False,1.8332722187042236,0.0,705.9668395519257,1927.1025023460388,0.0
27,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,24,,,72,150456,150528,0.0478316326530612,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k24_eps_0.0003.vnnlib,1200.0,unsat False,1.833320140838623,0.0,648.1967735290527,2162.2151560783386,0.0
28,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,50,,,150,150378,150528,0.0996492346938775,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k50_eps_0.0003.vnnlib,1200.0,unsat False,1.8332464694976809,0.0,529.6575412750244,2046.2515988349917,0.0
29,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,196,,,588,149940,150528,0.390625,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k196_eps_0.0003.vnnlib,1200.0,unsat False,1.832820177078247,0.0,595.9510357379913,1827.2574081420896,0.0
30,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,784,,,2352,148176,150528,1.5625,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k784_eps_0.0003.vnnlib,1200.0,unsat False,1.8310418128967283,0.0,571.279620885849,1805.3449411392212,0.0
31,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,12544,,,37632,112896,150528,25.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k12544_eps_0.0003.vnnlib,1200.0,unsat False,1.5840606689453125,0.0,715.9033780097961,1959.303432226181,0.0
32,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,25088,,,75264,75264,150528,50.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k25088_eps_0.0003.vnnlib,1200.0,timeout False,-1349.781982421875,3.0,2869.713532924652,4391.535177946091,0.0
33,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k50176_eps_0.0003.vnnlib,1200.0,error,,,,,
34,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,2,,,6,150522,150528,0.0039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k2_eps_0.0004.vnnlib,1200.0,unsat False,1.833392858505249,0.0,323.3015422821045,1551.1011726856232,0.0
35,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,10,,,30,150498,150528,0.0199298469387755,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k10_eps_0.0004.vnnlib,1200.0,unsat False,1.833360195159912,0.0,587.7788627147675,2090.173436641693,0.0
36,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,20,,,60,150468,150528,0.039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k20_eps_0.0004.vnnlib,1200.0,unsat False,1.8333070278167725,0.0,646.9039080142975,2144.7388360500336,0.0
37,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,30,,,90,150438,150528,0.0597895408163265,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k30_eps_0.0004.vnnlib,1200.0,unsat False,1.833229660987854,0.0,716.5409474372864,1931.3979923725128,0.0
38,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,24,,,72,150456,150528,0.0478316326530612,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k24_eps_0.0004.vnnlib,1200.0,unsat False,1.8332935571670532,0.0,653.6623644828796,2169.274723291397,0.0
39,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,50,,,150,150378,150528,0.0996492346938775,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k50_eps_0.0004.vnnlib,1200.0,unsat False,1.8331952095031736,0.0,529.2070872783661,2041.61474943161,0.0
40,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,196,,,588,149940,150528,0.390625,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k196_eps_0.0004.vnnlib,1200.0,unsat False,1.8326199054718015,0.0,592.4578051567078,1822.1459164619448,0.0
41,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,784,,,2352,148176,150528,1.5625,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k784_eps_0.0004.vnnlib,1200.0,unsat False,1.8301819562911987,0.0,582.6313419342041,1797.752037525177,0.0
42,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,12544,,,37632,112896,150528,25.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k12544_eps_0.0004.vnnlib,1200.0,timeout False,-0.8874627947807312,3.0,2305.623980522156,3663.055310487747,0.0
43,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,25088,,,75264,75264,150528,50.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k25088_eps_0.0004.vnnlib,1200.0,timeout False,-125837.3984375,3.0,3700.635634183884,5002.11651468277,0.0
44,n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0004,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_global_k50176_eps_0.0004.vnnlib,1200.0,error,,,,,
45,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,2,0.8230907917022705,"[0, 1, 223, 222]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k2_eps_0.0001.vnnlib,1200.0,unsat False,1.833397626876831,0.0,3.3992702960968018,1239.4710063934326,0.0
46,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,10,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k10_eps_0.0001.vnnlib,1200.0,unsat False,1.8333954811096191,0.0,281.87334299087524,1518.350703716278,0.0
47,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,20,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k20_eps_0.0001.vnnlib,1200.0,unsat False,1.8333951234817505,0.0,206.2357227802277,1712.3072242736816,0.0
48,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,30,0.8230907917022705,"[0, 1, 223, 222]",18,150510,150528,0.0119579081632653,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k30_eps_0.0001.vnnlib,1200.0,unsat False,1.8333855867385864,0.0,449.9897546768189,1959.6692328453064,0.0
49,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k24_eps_0.0001.vnnlib,1200.0,unsat False,1.8333910703659055,0.0,341.4532206058502,1564.785350561142,0.0
50,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,50,0.8230907917022705,"[0, 1, 223, 222]",27,150501,150528,0.0179368622448979,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k50_eps_0.0001.vnnlib,1200.0,unsat False,1.8333884477615356,0.0,556.1028237342834,1780.0417320728302,0.0
51,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,196,0.8230907917022705,"[0, 1, 223, 222]",111,150417,150528,0.0737404336734693,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k196_eps_0.0001.vnnlib,1200.0,unsat False,1.8333622217178345,0.0,499.91414046287537,1747.5688481330872,0.0
52,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,784,0.8230907917022705,"[0, 1, 223, 222]",441,150087,150528,0.29296875,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k784_eps_0.0001.vnnlib,1200.0,unsat False,1.8332351446151731,0.0,541.2581543922424,1771.1734099388125,0.0
53,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,12544,0.8230907917022705,"[0, 1, 223, 222]",7038,143490,150528,4.675542091836735,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k12544_eps_0.0001.vnnlib,1200.0,unsat False,1.830461859703064,0.0,587.8986761569977,1835.5455152988432,0.0
54,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,25088,0.8230907917022705,"[0, 1, 223, 222]",14076,136452,150528,9.35108418367347,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k25088_eps_0.0001.vnnlib,1200.0,unsat False,1.8272018432617188,0.0,612.872073173523,2142.209400653839,0.0
55,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,50176,0.8230907917022705,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k50176_eps_0.0001.vnnlib,1200.0,unsat False,1.8188978433609009,0.0,646.7795038223267,2159.9569029808044,0.0
56,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,2,0.8230907917022705,"[0, 1, 223, 222]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k2_eps_0.0002.vnnlib,1200.0,unsat False,1.833397388458252,0.0,3.3037664890289307,1239.3194625377655,0.0
57,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,10,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k10_eps_0.0002.vnnlib,1200.0,unsat False,1.8333938121795657,0.0,284.2928309440613,1523.7670826911926,0.0
58,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,20,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k20_eps_0.0002.vnnlib,1200.0,unsat False,1.8333929777145384,0.0,208.99688148498535,1441.300246477127,0.0
59,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,30,0.8230907917022705,"[0, 1, 223, 222]",18,150510,150528,0.0119579081632653,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k30_eps_0.0002.vnnlib,1200.0,unsat False,1.8333733081817627,0.0,457.2179026603699,1688.814917802811,0.0
60,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k24_eps_0.0002.vnnlib,1200.0,unsat False,1.833384990692139,0.0,342.17123103141785,1798.6196200847626,0.0
61,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,50,0.8230907917022705,"[0, 1, 223, 222]",27,150501,150528,0.0179368622448979,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k50_eps_0.0002.vnnlib,1200.0,unsat False,1.8333808183670044,0.0,565.107072353363,1975.0125207901,0.0
62,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,196,0.8230907917022705,"[0, 1, 223, 222]",111,150417,150528,0.0737404336734693,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k196_eps_0.0002.vnnlib,1200.0,unsat False,1.833326816558838,0.0,515.9918053150177,1741.3274097442627,0.0
63,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,784,0.8230907917022705,"[0, 1, 223, 222]",441,150087,150528,0.29296875,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k784_eps_0.0002.vnnlib,1200.0,unsat False,1.833068609237671,0.0,573.0421981811523,1797.5358490943909,0.0
64,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,12544,0.8230907917022705,"[0, 1, 223, 222]",7038,143490,150528,4.675542091836735,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k12544_eps_0.0002.vnnlib,1200.0,unsat False,1.826991319656372,0.0,616.2230801582336,1841.906691074371,0.0
65,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,25088,0.8230907917022705,"[0, 1, 223, 222]",14076,136452,150528,9.35108418367347,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k25088_eps_0.0002.vnnlib,1200.0,unsat False,1.8186442852020264,0.0,648.3446145057678,2164.5555124282837,0.0
66,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0002,50176,0.8230907917022705,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k50176_eps_0.0002.vnnlib,1200.0,unsat False,1.786765217781067,0.0,678.2933416366577,2190.9094257354736,0.0
67,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,2,0.8230907917022705,"[0, 1, 223, 222]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k2_eps_0.0003.vnnlib,1200.0,unsat False,1.8333971500396729,0.0,4.84730863571167,1227.6029708385468,0.0
68,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,10,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k10_eps_0.0003.vnnlib,1200.0,unsat False,1.8333923816680908,0.0,285.3769507408142,1794.709817647934,0.0
69,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,20,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k20_eps_0.0003.vnnlib,1200.0,unsat False,1.8333905935287476,0.0,211.8683750629425,1434.8212893009186,0.0
70,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,30,0.8230907917022705,"[0, 1, 223, 222]",18,150510,150528,0.0119579081632653,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k30_eps_0.0003.vnnlib,1200.0,unsat False,1.8333611488342283,0.0,467.01703119277954,1972.683925151825,0.0
71,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k24_eps_0.0003.vnnlib,1200.0,unsat False,1.8333795070648191,0.0,341.61343002319336,1858.1309854984283,0.0
72,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,50,0.8230907917022705,"[0, 1, 223, 222]",27,150501,150528,0.0179368622448979,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k50_eps_0.0003.vnnlib,1200.0,unsat False,1.8333717584609983,0.0,564.8955547809601,2079.1016631126404,0.0
73,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,196,0.8230907917022705,"[0, 1, 223, 222]",111,150417,150528,0.0737404336734693,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k196_eps_0.0003.vnnlib,1200.0,unsat False,1.833290100097656,0.0,518.6298072338104,1750.0489361286163,0.0
74,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,784,0.8230907917022705,"[0, 1, 223, 222]",441,150087,150528,0.29296875,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k784_eps_0.0003.vnnlib,1200.0,unsat False,1.832900881767273,0.0,579.7130172252655,2091.9124598503113,0.0
75,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,12544,0.8230907917022705,"[0, 1, 223, 222]",7038,143490,150528,4.675542091836735,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k12544_eps_0.0003.vnnlib,1200.0,unsat False,1.8229656219482424,0.0,634.3740756511688,2146.6537461280823,0.0
76,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,25088,0.8230907917022705,"[0, 1, 223, 222]",14076,136452,150528,9.35108418367347,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k25088_eps_0.0003.vnnlib,1200.0,unsat False,1.806028127670288,0.0,665.3318908214569,1897.174899339676,0.0
77,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,50176,0.8230907917022705,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k50176_eps_0.0003.vnnlib,1200.0,unsat False,1.6805189847946167,0.0,693.9734568595886,2208.0406486988068,0.0
78,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,2,0.8230907917022705,"[0, 1, 223, 222]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k2_eps_0.0004.vnnlib,1200.0,unsat False,1.8333971500396729,0.0,2.0089752674102783,1504.9001784324646,0.0
79,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,10,0.8230907917022705,"[0, 1, 223, 222]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k10_eps_0.0004.vnnlib,1200.0,unsat False,1.833390235900879,0.0,290.5183804035187,1510.559544801712,0.0
80,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,20,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k20_eps_0.0004.vnnlib,1200.0,unsat False,1.8333888053894043,0.0,209.86617279052737,1724.6692624092102,0.0
81,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,30,0.8230907917022705,"[0, 1, 223, 222]",18,150510,150528,0.0119579081632653,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k30_eps_0.0004.vnnlib,1200.0,unsat False,1.8333481550216677,0.0,473.00888776779175,1984.1434264183044,0.0
82,n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0004,24,0.8230907917022705,"[0, 1, 223, 222]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01443537_goldfish_seg0_fixmask_k24_eps_0.0004.vnnlib,1200.0,unsat False,1.8333730697631836,0.0,344.5725157260895,1572.991451740265,0.0
