image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
resnet_large__label_18__idx_1992,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.4473094940185547,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_18__idx_5863,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_18__idx_5863,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8389684557914734,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_18__idx_5863,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8389684557914734,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_18__idx_75,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_18__idx_75,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9115673303604126,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_18__idx_75,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9115673303604126,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_18__idx_917,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_18__idx_917,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5619344711303711,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_18__idx_917,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5619344711303711,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_19__idx_1885,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_19__idx_1885,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6434741020202637,"[0, 0, 31, 31]",75,2997,3072,2.44140625,random
resnet_large__label_19__idx_1885,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6434741020202637,"[0, 0, 31, 31]",2997,75,3072,97.55859375,random
resnet_large__label_19__idx_9413,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_19__idx_9413,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7553387880325317,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_19__idx_9413,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7553387880325317,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_1__idx_8126,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_1__idx_8126,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8960248827934265,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_1__idx_8126,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8960248827934265,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_21__idx_2858,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_21__idx_2858,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.806186854839325,"[0, 0, 31, 31]",48,3024,3072,1.5625,random
resnet_large__label_21__idx_2858,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.806186854839325,"[0, 0, 31, 31]",3024,48,3072,98.4375,random
resnet_large__label_21__idx_9995,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_21__idx_9995,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7802028059959412,"[0, 0, 31, 31]",69,3003,3072,2.24609375,random
resnet_large__label_21__idx_9995,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7802028059959412,"[0, 0, 31, 31]",3003,69,3072,97.75390625,random
resnet_large__label_22__idx_700,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_22__idx_700,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8589620590209961,"[0, 0, 31, 31]",165,2907,3072,5.37109375,random
resnet_large__label_22__idx_700,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8589620590209961,"[0, 0, 31, 31]",2907,165,3072,94.62890625,random
resnet_large__label_25__idx_2209,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_25__idx_2209,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.855013906955719,"[0, 0, 31, 31]",27,3045,3072,0.87890625,random
resnet_large__label_25__idx_2209,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.855013906955719,"[0, 0, 31, 31]",3045,27,3072,99.12109375,random
resnet_large__label_25__idx_2893,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_25__idx_2893,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.47746339440345764,"[0, 0, 31, 31]",39,3033,3072,1.26953125,random
resnet_large__label_25__idx_2893,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.47746339440345764,"[0, 0, 31, 31]",3033,39,3072,98.73046875,random
resnet_large__label_26__idx_212,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_26__idx_212,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7894951105117798,"[0, 0, 31, 31]",45,3027,3072,1.46484375,random
resnet_large__label_26__idx_212,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7894951105117798,"[0, 0, 31, 31]",3027,45,3072,98.53515625,random
resnet_large__label_26__idx_8903,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_26__idx_8903,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8146324157714844,"[0, 0, 31, 31]",33,3039,3072,1.07421875,random
resnet_large__label_26__idx_8903,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8146324157714844,"[0, 0, 31, 31]",3039,33,3072,98.92578125,random
resnet_large__label_27__idx_7106,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_27__idx_7106,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8351606130599976,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_27__idx_7106,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8351606130599976,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_29__idx_242,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_29__idx_242,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6770213842391968,"[0, 0, 31, 31]",21,3051,3072,0.68359375,random
resnet_large__label_29__idx_242,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6770213842391968,"[0, 0, 31, 31]",3051,21,3072,99.31640625,random
resnet_large__label_2__idx_3801,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_2__idx_3801,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.842522382736206,"[0, 0, 31, 31]",48,3024,3072,1.5625,random
resnet_large__label_2__idx_3801,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.842522382736206,"[0, 0, 31, 31]",3024,48,3072,98.4375,random
resnet_large__label_2__idx_972,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_2__idx_972,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8435295820236206,"[0, 0, 31, 31]",186,2886,3072,6.0546875,random
resnet_large__label_2__idx_972,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8435295820236206,"[0, 0, 31, 31]",2886,186,3072,93.9453125,random
resnet_large__label_31__idx_3906,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_31__idx_3906,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.2832130193710327,"[0, 0, 31, 31]",15,3057,3072,0.48828125,random
resnet_large__label_31__idx_3906,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.2832130193710327,"[0, 0, 31, 31]",3057,15,3072,99.51171875,random
resnet_large__label_31__idx_476,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_31__idx_476,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9072508215904236,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_31__idx_476,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9072508215904236,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_31__idx_4804,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_31__idx_4804,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6725872755050659,"[0, 0, 31, 31]",3,3069,3072,0.09765625,random
resnet_large__label_31__idx_4804,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6725872755050659,"[0, 0, 31, 31]",3069,3,3072,99.90234375,random
resnet_large__label_32__idx_4987,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_32__idx_4987,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9276731610298157,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_32__idx_4987,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9276731610298157,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_33__idx_313,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_33__idx_313,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.29394909739494324,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_33__idx_313,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.29394909739494324,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_33__idx_4318,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_33__idx_4318,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.24635380506515503,"[0, 0, 31, 31]",78,2994,3072,2.5390625,random
resnet_large__label_33__idx_4318,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.24635380506515503,"[0, 0, 31, 31]",2994,78,3072,97.4609375,random
resnet_large__label_34__idx_4347,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_34__idx_4347,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7758114337921143,"[0, 0, 31, 31]",3,3069,3072,0.09765625,random
resnet_large__label_34__idx_4347,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7758114337921143,"[0, 0, 31, 31]",3069,3,3072,99.90234375,random
resnet_large__label_34__idx_589,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_34__idx_589,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9014165997505188,"[0, 0, 31, 31]",75,2997,3072,2.44140625,random
resnet_large__label_34__idx_589,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9014165997505188,"[0, 0, 31, 31]",2997,75,3072,97.55859375,random
resnet_large__label_34__idx_6873,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_34__idx_6873,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.770440399646759,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_34__idx_6873,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.770440399646759,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_36__idx_2400,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_36__idx_2400,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8504452109336853,"[0, 0, 31, 31]",138,2934,3072,4.4921875,random
resnet_large__label_36__idx_2400,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8504452109336853,"[0, 0, 31, 31]",2934,138,3072,95.5078125,random
resnet_large__label_37__idx_2903,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_37__idx_2903,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7983062267303467,"[0, 0, 31, 31]",45,3027,3072,1.46484375,random
resnet_large__label_37__idx_2903,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7983062267303467,"[0, 0, 31, 31]",3027,45,3072,98.53515625,random
resnet_large__label_37__idx_7273,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_37__idx_7273,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6783756613731384,"[0, 0, 31, 31]",135,2937,3072,4.39453125,random
resnet_large__label_37__idx_7273,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6783756613731384,"[0, 0, 31, 31]",2937,135,3072,95.60546875,random
resnet_large__label_40__idx_3718,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_40__idx_3718,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7767152190208435,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_40__idx_3718,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7767152190208435,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_40__idx_4421,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_40__idx_4421,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8894246816635132,"[0, 0, 31, 31]",297,2775,3072,9.66796875,random
resnet_large__label_40__idx_4421,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8894246816635132,"[0, 0, 31, 31]",2775,297,3072,90.33203125,random
resnet_large__label_41__idx_3593,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_41__idx_3593,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8697084784507751,"[0, 0, 31, 31]",318,2754,3072,10.3515625,random
resnet_large__label_41__idx_3593,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8697084784507751,"[0, 0, 31, 31]",2754,318,3072,89.6484375,random
resnet_large__label_42__idx_1753,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_42__idx_1753,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8485321998596191,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_42__idx_1753,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8485321998596191,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_43__idx_6556,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_43__idx_6556,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8861416578292847,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_43__idx_6556,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8861416578292847,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_44__idx_2912,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_44__idx_2912,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8107044696807861,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_44__idx_2912,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8107044696807861,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_47__idx_6926,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_47__idx_6926,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8310643434524536,"[0, 0, 31, 31]",384,2688,3072,12.5,random
resnet_large__label_47__idx_6926,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8310643434524536,"[0, 0, 31, 31]",2688,384,3072,87.5,random
resnet_large__label_48__idx_5797,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_48__idx_5797,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7582498788833618,"[0, 0, 31, 31]",3,3069,3072,0.09765625,random
resnet_large__label_48__idx_5797,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7582498788833618,"[0, 0, 31, 31]",3069,3,3072,99.90234375,random
resnet_large__label_48__idx_6431,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_48__idx_6431,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7119377255439758,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_48__idx_6431,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7119377255439758,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_48__idx_8860,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_48__idx_8860,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8002827167510986,"[0, 0, 31, 30]",207,2865,3072,6.73828125,random
resnet_large__label_48__idx_8860,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8002827167510986,"[0, 0, 31, 30]",2865,207,3072,93.26171875,random
resnet_large__label_49__idx_6596,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_49__idx_6596,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.45479094982147217,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_49__idx_6596,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.45479094982147217,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_4__idx_3855,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_4__idx_3855,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8276594281196594,"[0, 0, 31, 31]",60,3012,3072,1.953125,random
resnet_large__label_4__idx_3855,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8276594281196594,"[0, 0, 31, 31]",3012,60,3072,98.046875,random
resnet_large__label_50__idx_2762,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_50__idx_2762,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8677610754966736,"[0, 0, 31, 31]",114,2958,3072,3.7109375,random
resnet_large__label_50__idx_2762,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8677610754966736,"[0, 0, 31, 31]",2958,114,3072,96.2890625,random
resnet_large__label_51__idx_2582,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_51__idx_2582,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7325510382652283,"[0, 0, 31, 31]",108,2964,3072,3.515625,random
resnet_large__label_51__idx_2582,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7325510382652283,"[0, 0, 31, 31]",2964,108,3072,96.484375,random
resnet_large__label_51__idx_3515,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_51__idx_3515,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.38560548424720764,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_51__idx_3515,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.38560548424720764,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_52__idx_161,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_52__idx_161,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5571149587631226,"[0, 0, 31, 31]",30,3042,3072,0.9765625,random
resnet_large__label_52__idx_161,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5571149587631226,"[0, 0, 31, 31]",3042,30,3072,99.0234375,random
resnet_large__label_52__idx_2381,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_52__idx_2381,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5335955023765564,"[0, 0, 31, 31]",123,2949,3072,4.00390625,random
resnet_large__label_52__idx_2381,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5335955023765564,"[0, 0, 31, 31]",2949,123,3072,95.99609375,random
resnet_large__label_53__idx_7605,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_53__idx_7605,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.26698511838912964,"[0, 0, 31, 31]",339,2733,3072,11.03515625,random
resnet_large__label_53__idx_7605,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.26698511838912964,"[0, 0, 31, 31]",2733,339,3072,88.96484375,random
resnet_large__label_55__idx_1524,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_55__idx_1524,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7419033050537109,"[0, 0, 31, 31]",15,3057,3072,0.48828125,random
resnet_large__label_55__idx_1524,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7419033050537109,"[0, 0, 31, 31]",3057,15,3072,99.51171875,random
resnet_large__label_58__idx_7923,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_58__idx_7923,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7816258072853088,"[0, 0, 31, 31]",177,2895,3072,5.76171875,random
resnet_large__label_58__idx_7923,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7816258072853088,"[0, 0, 31, 31]",2895,177,3072,94.23828125,random
resnet_large__label_58__idx_9116,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_58__idx_9116,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8205601572990417,"[0, 0, 31, 31]",33,3039,3072,1.07421875,random
resnet_large__label_58__idx_9116,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8205601572990417,"[0, 0, 31, 31]",3039,33,3072,98.92578125,random
resnet_large__label_59__idx_5602,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_59__idx_5602,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5761248469352722,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_59__idx_5602,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5761248469352722,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_5__idx_3142,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_5__idx_3142,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.3754410147666931,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_5__idx_3142,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.3754410147666931,"[0, 0, 31, 31]",3072,0,3072,100.0,random
