image,model,property,tag,is_global,segment_index,eps,k,top1_label,top1_score,segment_score,bbox,mask_path,mask_height,mask_width,mask_true_pixels,mask_total_pixels,mask_true_fraction,mask_fraction,nonmask_fraction,chosen_mask,is_fix_mask_flipped
n01518878_ostrich,vgg16-7,n01518878_ostrich_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,9,0.9999937386527934,0.9037340879440308,"[0, 0, 223, 222]",property_masks/n01518878_ostrich_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,8587,50176,0.1711375956632653,0.1711375956632653,0.8288624043367347,fix_mask,False
n01518878_ostrich,vgg16-7,n01518878_ostrich_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,9,0.9999937386527934,0.9037340879440308,"[0, 0, 223, 222]",property_masks/n01518878_ostrich_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,41589,50176,0.8288624043367347,0.1711375956632653,0.8288624043367347,fix_mask,False
n01530575_brambling,vgg16-7,n01530575_brambling_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,10,0.5904589382517419,,,property_masks/n01530575_brambling_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01530575_brambling,vgg16-7,n01530575_brambling_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,10,0.5904589382517419,0.811788022518158,"[0, 0, 223, 223]",property_masks/n01530575_brambling_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,5649,50176,0.1125837053571428,0.1125837053571428,0.8874162946428571,fix_mask,False
n01530575_brambling,vgg16-7,n01530575_brambling_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,10,0.5904589382517419,0.811788022518158,"[0, 0, 223, 223]",property_masks/n01530575_brambling_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,44527,50176,0.8874162946428571,0.1125837053571428,0.8874162946428571,fix_mask,False
n01531178_goldfinch,vgg16-7,n01531178_goldfinch_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,11,0.9991069830281738,,,property_masks/n01531178_goldfinch_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01531178_goldfinch,vgg16-7,n01531178_goldfinch_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,11,0.9991069830281738,0.8897364735603333,"[0, 0, 223, 223]",property_masks/n01531178_goldfinch_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,11284,50176,0.2248883928571428,0.2248883928571428,0.7751116071428571,fix_mask,False
n01531178_goldfinch,vgg16-7,n01531178_goldfinch_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,11,0.9991069830281738,0.8897364735603333,"[0, 0, 223, 223]",property_masks/n01531178_goldfinch_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,38892,50176,0.7751116071428571,0.2248883928571428,0.7751116071428571,fix_mask,False
n01532829_house_finch,vgg16-7,n01532829_house_finch_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,12,0.9896026773279596,,,property_masks/n01532829_house_finch_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01532829_house_finch,vgg16-7,n01532829_house_finch_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,12,0.9896026773279596,0.7959659695625305,"[0, 1, 223, 219]",property_masks/n01532829_house_finch_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,14808,50176,0.2951211734693877,0.2951211734693877,0.7048788265306123,fix_mask,False
n01532829_house_finch,vgg16-7,n01532829_house_finch_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,12,0.9896026773279596,0.7959659695625305,"[0, 1, 223, 219]",property_masks/n01532829_house_finch_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,35368,50176,0.7048788265306123,0.2951211734693877,0.7048788265306123,fix_mask,False
n01534433_junco,vgg16-7,n01534433_junco_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,13,0.482457076650767,,,property_masks/n01534433_junco_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01534433_junco,vgg16-7,n01534433_junco_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,13,0.482457076650767,0.6341152787208557,"[0, 0, 223, 223]",property_masks/n01534433_junco_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,23882,50176,0.4759646045918367,0.4759646045918367,0.5240353954081632,fix_mask,False
n01534433_junco,vgg16-7,n01534433_junco_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,13,0.482457076650767,0.6341152787208557,"[0, 0, 223, 223]",property_masks/n01534433_junco_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,26294,50176,0.5240353954081632,0.4759646045918367,0.5240353954081632,fix_mask,False
n01537544_indigo_bunting,vgg16-7,n01537544_indigo_bunting_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,14,0.9999979519850596,,,property_masks/n01537544_indigo_bunting_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01537544_indigo_bunting,vgg16-7,n01537544_indigo_bunting_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,14,0.9999979519850596,0.8692007660865784,"[0, 0, 223, 223]",property_masks/n01537544_indigo_bunting_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,11604,50176,0.231265943877551,0.231265943877551,0.7687340561224489,fix_mask,False
n01537544_indigo_bunting,vgg16-7,n01537544_indigo_bunting_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,14,0.9999979519850596,0.8692007660865784,"[0, 0, 223, 223]",property_masks/n01537544_indigo_bunting_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,38572,50176,0.7687340561224489,0.231265943877551,0.7687340561224489,fix_mask,False
n01558993_robin,vgg16-7,n01558993_robin_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,15,0.999399434155928,,,property_masks/n01558993_robin_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01558993_robin,vgg16-7,n01558993_robin_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,15,0.999399434155928,0.7078351378440857,"[0, 0, 223, 223]",property_masks/n01558993_robin_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,20216,50176,0.4029017857142857,0.4029017857142857,0.5970982142857143,fix_mask,False
n01558993_robin,vgg16-7,n01558993_robin_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,15,0.999399434155928,0.7078351378440857,"[0, 0, 223, 223]",property_masks/n01558993_robin_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,29960,50176,0.5970982142857143,0.4029017857142857,0.5970982142857143,fix_mask,False
n01560419_bulbul,vgg16-7,n01560419_bulbul_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,16,0.9999325754162496,,,property_masks/n01560419_bulbul_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01560419_bulbul,vgg16-7,n01560419_bulbul_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,16,0.9999325754162496,0.7939819097518921,"[0, 0, 223, 223]",property_masks/n01560419_bulbul_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,17581,50176,0.3503866390306122,0.3503866390306122,0.6496133609693877,fix_mask,False
n01560419_bulbul,vgg16-7,n01560419_bulbul_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,16,0.9999325754162496,0.7939819097518921,"[0, 0, 223, 223]",property_masks/n01560419_bulbul_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,32595,50176,0.6496133609693877,0.3503866390306122,0.6496133609693877,fix_mask,False
n01580077_jay,vgg16-7,n01580077_jay_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,17,0.99758789720638,,,property_masks/n01580077_jay_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01580077_jay,vgg16-7,n01580077_jay_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,17,0.99758789720638,0.882800817489624,"[0, 0, 223, 222]",property_masks/n01580077_jay_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,11137,50176,0.2219587053571428,0.2219587053571428,0.7780412946428571,fix_mask,False
n01580077_jay,vgg16-7,n01580077_jay_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,17,0.99758789720638,0.882800817489624,"[0, 0, 223, 222]",property_masks/n01580077_jay_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,39039,50176,0.7780412946428571,0.2219587053571428,0.7780412946428571,fix_mask,False
n01582220_magpie,vgg16-7,n01582220_magpie_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,18,0.9847796938775568,,,property_masks/n01582220_magpie_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01582220_magpie,vgg16-7,n01582220_magpie_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,18,0.9847796938775568,0.715852677822113,"[0, 0, 223, 223]",property_masks/n01582220_magpie_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,8069,50176,0.1608139349489795,0.1608139349489795,0.8391860650510204,fix_mask,False
n01582220_magpie,vgg16-7,n01582220_magpie_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,18,0.9847796938775568,0.715852677822113,"[0, 0, 223, 223]",property_masks/n01582220_magpie_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,42107,50176,0.8391860650510204,0.1608139349489795,0.8391860650510204,fix_mask,False
n01592084_chickadee,vgg16-7,n01592084_chickadee_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,19,0.9999346619035664,,,property_masks/n01592084_chickadee_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01592084_chickadee,vgg16-7,n01592084_chickadee_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,19,0.9999346619035664,0.8566139340400696,"[0, 0, 223, 223]",property_masks/n01592084_chickadee_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,16864,50176,0.3360969387755102,0.3360969387755102,0.6639030612244898,fix_mask,False
n01592084_chickadee,vgg16-7,n01592084_chickadee_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,19,0.9999346619035664,0.8566139340400696,"[0, 0, 223, 223]",property_masks/n01592084_chickadee_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,33312,50176,0.6639030612244898,0.3360969387755102,0.6639030612244898,fix_mask,False
n01601694_water_ouzel,vgg16-7,n01601694_water_ouzel_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,20,0.9999377620636531,,,property_masks/n01601694_water_ouzel_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01601694_water_ouzel,vgg16-7,n01601694_water_ouzel_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,20,0.9999377620636531,0.882319986820221,"[0, 0, 223, 222]",property_masks/n01601694_water_ouzel_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,14237,50176,0.2837412308673469,0.2837412308673469,0.7162587691326531,fix_mask,False
n01601694_water_ouzel,vgg16-7,n01601694_water_ouzel_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,20,0.9999377620636531,0.882319986820221,"[0, 0, 223, 222]",property_masks/n01601694_water_ouzel_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,35939,50176,0.7162587691326531,0.2837412308673469,0.7162587691326531,fix_mask,False
n01614925_bald_eagle,vgg16-7,n01614925_bald_eagle_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,22,0.9923824249487956,,,property_masks/n01614925_bald_eagle_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01614925_bald_eagle,vgg16-7,n01614925_bald_eagle_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,22,0.9923824249487956,0.872333824634552,"[0, 0, 222, 223]",property_masks/n01614925_bald_eagle_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,499,50176,0.0099449936224489,0.0099449936224489,0.9900550063775512,fix_mask,False
n01614925_bald_eagle,vgg16-7,n01614925_bald_eagle_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,22,0.9923824249487956,0.872333824634552,"[0, 0, 222, 223]",property_masks/n01614925_bald_eagle_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,49677,50176,0.9900550063775512,0.0099449936224489,0.9900550063775512,fix_mask,False
n01622779_great_grey_owl,vgg16-7,n01622779_great_grey_owl_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,24,0.9999999999764984,,,property_masks/n01622779_great_grey_owl_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01622779_great_grey_owl,vgg16-7,n01622779_great_grey_owl_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,24,0.9999999999764984,0.880844235420227,"[0, 0, 223, 223]",property_masks/n01622779_great_grey_owl_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,8910,50176,0.1775749362244898,0.1775749362244898,0.8224250637755102,fix_mask,False
n01622779_great_grey_owl,vgg16-7,n01622779_great_grey_owl_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,24,0.9999999999764984,0.880844235420227,"[0, 0, 223, 223]",property_masks/n01622779_great_grey_owl_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,41266,50176,0.8224250637755102,0.1775749362244898,0.8224250637755102,fix_mask,False
n01629819_European_fire_salamander,vgg16-7,n01629819_European_fire_salamander_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,25,0.9072659036548468,,,property_masks/n01629819_European_fire_salamander_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01629819_European_fire_salamander,vgg16-7,n01629819_European_fire_salamander_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,25,0.9072659036548468,0.7265642881393433,"[0, 0, 223, 223]",property_masks/n01629819_European_fire_salamander_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,17967,50176,0.3580795599489796,0.3580795599489796,0.6419204400510204,fix_mask,False
n01629819_European_fire_salamander,vgg16-7,n01629819_European_fire_salamander_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,25,0.9072659036548468,0.7265642881393433,"[0, 0, 223, 223]",property_masks/n01629819_European_fire_salamander_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,32209,50176,0.6419204400510204,0.3580795599489796,0.6419204400510204,fix_mask,False
n01631663_eft,vgg16-7,n01631663_eft_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,27,0.82492486440616,,,property_masks/n01631663_eft_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01631663_eft,vgg16-7,n01631663_eft_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,27,0.82492486440616,0.8432294130325317,"[0, 0, 223, 223]",property_masks/n01631663_eft_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,14440,50176,0.2877869897959184,0.2877869897959184,0.7122130102040817,fix_mask,False
n01631663_eft,vgg16-7,n01631663_eft_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,27,0.82492486440616,0.8432294130325317,"[0, 0, 223, 223]",property_masks/n01631663_eft_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,35736,50176,0.7122130102040817,0.2877869897959184,0.7122130102040817,fix_mask,False
n01632458_spotted_salamander,vgg16-7,n01632458_spotted_salamander_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,28,0.834441861495471,,,property_masks/n01632458_spotted_salamander_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01632458_spotted_salamander,vgg16-7,n01632458_spotted_salamander_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,28,0.834441861495471,0.8267481327056885,"[0, 1, 223, 222]",property_masks/n01632458_spotted_salamander_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,14375,50176,0.2864915497448979,0.2864915497448979,0.713508450255102,fix_mask,False
n01632458_spotted_salamander,vgg16-7,n01632458_spotted_salamander_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,28,0.834441861495471,0.8267481327056885,"[0, 1, 223, 222]",property_masks/n01632458_spotted_salamander_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,35801,50176,0.713508450255102,0.2864915497448979,0.713508450255102,fix_mask,False
n01641577_bullfrog,vgg16-7,n01641577_bullfrog_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,30,0.907822364061006,,,property_masks/n01641577_bullfrog_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01641577_bullfrog,vgg16-7,n01641577_bullfrog_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,30,0.907822364061006,0.7734976410865784,"[0, 0, 223, 223]",property_masks/n01641577_bullfrog_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,7264,50176,0.1447704081632653,0.1447704081632653,0.8552295918367347,fix_mask,False
n01641577_bullfrog,vgg16-7,n01641577_bullfrog_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,30,0.907822364061006,0.7734976410865784,"[0, 0, 223, 223]",property_masks/n01641577_bullfrog_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,42912,50176,0.8552295918367347,0.1447704081632653,0.8552295918367347,fix_mask,False
n01644373_tree_frog,vgg16-7,n01644373_tree_frog_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,31,0.5122138836957765,,,property_masks/n01644373_tree_frog_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01644373_tree_frog,vgg16-7,n01644373_tree_frog_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,31,0.5122138836957765,0.9081088304519652,"[0, 0, 223, 223]",property_masks/n01644373_tree_frog_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,2469,50176,0.0492067920918367,0.0492067920918367,0.9507932079081632,fix_mask,False
n01644373_tree_frog,vgg16-7,n01644373_tree_frog_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,31,0.5122138836957765,0.9081088304519652,"[0, 0, 223, 223]",property_masks/n01644373_tree_frog_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,47707,50176,0.9507932079081632,0.0492067920918367,0.9507932079081632,fix_mask,False
n01644900_tailed_frog,vgg16-7,n01644900_tailed_frog_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,32,0.9811268319980958,,,property_masks/n01644900_tailed_frog_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
n01644900_tailed_frog,vgg16-7,n01644900_tailed_frog_fix_mask_seg0_k50176_eps_0.0001,fix_mask,False,0,0.0001,50176,32,0.9811268319980958,0.9068864583969116,"[0, 0, 223, 220]",property_masks/n01644900_tailed_frog_fix_mask_seg0_k50176_eps_0.0001.npz,224,224,25019,50176,0.4986248405612244,0.4986248405612244,0.5013751594387755,fix_mask,False
n01644900_tailed_frog,vgg16-7,n01644900_tailed_frog_fix_nonmask_seg0_k50176_eps_0.0001,fix_nonmask,False,0,0.0001,50176,32,0.9811268319980958,0.9068864583969116,"[0, 0, 223, 220]",property_masks/n01644900_tailed_frog_fix_nonmask_seg0_k50176_eps_0.0001.npz,224,224,25157,50176,0.5013751594387755,0.4986248405612244,0.5013751594387755,fix_mask,False
n01665541_leatherback_turtle,vgg16-7,n01665541_leatherback_turtle_global_k50176_eps_0.0001,global,True,-1,0.0001,50176,34,0.9994837363763164,,,property_masks/n01665541_leatherback_turtle_global_k50176_eps_0.0001.npz,224,224,50176,50176,1.0,,,,
