image,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixmask,False,0,0.0001,50176,0.7266436219215393,"[0, 0, 223, 223]",53856,96672,150528,35.7780612244898,fix_mask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixmask,False,0,0.0001,25088,0.7266436219215393,"[0, 0, 223, 223]",26928,123600,150528,17.8890306122449,fix_mask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixmask,False,0,0.0001,12544,0.7266436219215393,"[0, 0, 223, 223]",13464,137064,150528,8.94451530612245,fix_mask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixmask,False,0,0.0001,6272,0.7266436219215393,"[0, 0, 223, 223]",6732,143796,150528,4.472257653061225,fix_mask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixmask,False,0,0.0001,3136,0.7266436219215393,"[0, 0, 223, 223]",3366,147162,150528,2.2361288265306123,fix_mask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixmask,False,0,0.0001,1568,0.7266436219215393,"[0, 0, 223, 223]",1683,148845,150528,1.1180644132653061,fix_mask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixnonmask,False,0,0.0001,50176,0.7266436219215393,"[0, 0, 223, 223]",96672,53856,150528,64.22193877551021,fix_nonmask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixnonmask,False,0,0.0001,25088,0.7266436219215393,"[0, 0, 223, 223]",48336,102192,150528,32.110969387755105,fix_nonmask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixnonmask,False,0,0.0001,12544,0.7266436219215393,"[0, 0, 223, 223]",24168,126360,150528,16.055484693877553,fix_nonmask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixnonmask,False,0,0.0001,6272,0.7266436219215393,"[0, 0, 223, 223]",12084,138444,150528,8.027742346938776,fix_nonmask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixnonmask,False,0,0.0001,3136,0.7266436219215393,"[0, 0, 223, 223]",6042,144486,150528,4.013871173469388,fix_nonmask
n01629819_European_fire_salamander,n01629819_European_fire_salamander_seg0_fixnonmask,False,0,0.0001,1568,0.7266436219215393,"[0, 0, 223, 223]",3021,147507,150528,2.006935586734694,fix_nonmask
n01631663_eft,n01631663_eft_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01631663_eft,n01631663_eft_global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,global
n01631663_eft,n01631663_eft_global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,global
n01631663_eft,n01631663_eft_global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,global
n01631663_eft,n01631663_eft_global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,global
n01631663_eft,n01631663_eft_global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,global
n01631663_eft,n01631663_eft_seg0_fixmask,False,0,0.0001,50176,0.8432366847991943,"[0, 0, 223, 223]",43311,107217,150528,28.772720025510203,fix_mask
n01631663_eft,n01631663_eft_seg0_fixmask,False,0,0.0001,25088,0.8432366847991943,"[0, 0, 223, 223]",21654,128874,150528,14.385363520408163,fix_mask
n01631663_eft,n01631663_eft_seg0_fixmask,False,0,0.0001,12544,0.8432366847991943,"[0, 0, 223, 223]",10827,139701,150528,7.192681760204081,fix_mask
n01631663_eft,n01631663_eft_seg0_fixmask,False,0,0.0001,6272,0.8432366847991943,"[0, 0, 223, 223]",5415,145113,150528,3.5973373724489797,fix_mask
n01631663_eft,n01631663_eft_seg0_fixmask,False,0,0.0001,3136,0.8432366847991943,"[0, 0, 223, 223]",2706,147822,150528,1.797672193877551,fix_mask
n01631663_eft,n01631663_eft_seg0_fixmask,False,0,0.0001,1568,0.8432366847991943,"[0, 0, 223, 223]",1353,149175,150528,0.8988360969387755,fix_mask
n01631663_eft,n01631663_eft_seg0_fixnonmask,False,0,0.0001,50176,0.8432366847991943,"[0, 0, 223, 223]",107217,43311,150528,71.22727997448979,fix_nonmask
n01631663_eft,n01631663_eft_seg0_fixnonmask,False,0,0.0001,25088,0.8432366847991943,"[0, 0, 223, 223]",53610,96918,150528,35.61463647959184,fix_nonmask
n01631663_eft,n01631663_eft_seg0_fixnonmask,False,0,0.0001,12544,0.8432366847991943,"[0, 0, 223, 223]",26805,123723,150528,17.80731823979592,fix_nonmask
n01631663_eft,n01631663_eft_seg0_fixnonmask,False,0,0.0001,6272,0.8432366847991943,"[0, 0, 223, 223]",13401,137127,150528,8.90266262755102,fix_nonmask
n01631663_eft,n01631663_eft_seg0_fixnonmask,False,0,0.0001,3136,0.8432366847991943,"[0, 0, 223, 223]",6702,143826,150528,4.452327806122449,fix_nonmask
n01631663_eft,n01631663_eft_seg0_fixnonmask,False,0,0.0001,1568,0.8432366847991943,"[0, 0, 223, 223]",3351,147177,150528,2.2261639030612246,fix_nonmask
n01632458_spotted_salamander,n01632458_spotted_salamander_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01632458_spotted_salamander,n01632458_spotted_salamander_global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,global
n01632458_spotted_salamander,n01632458_spotted_salamander_global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,global
n01632458_spotted_salamander,n01632458_spotted_salamander_global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,global
n01632458_spotted_salamander,n01632458_spotted_salamander_global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,global
n01632458_spotted_salamander,n01632458_spotted_salamander_global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,global
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixmask,False,0,0.0001,50176,0.8267614841461182,"[0, 1, 223, 222]",43116,107412,150528,28.643176020408163,fix_mask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixmask,False,0,0.0001,25088,0.8267614841461182,"[0, 1, 223, 222]",21558,128970,150528,14.321588010204081,fix_mask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixmask,False,0,0.0001,12544,0.8267614841461182,"[0, 1, 223, 222]",10779,139749,150528,7.160794005102041,fix_mask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixmask,False,0,0.0001,6272,0.8267614841461182,"[0, 1, 223, 222]",5388,145140,150528,3.579400510204082,fix_mask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixmask,False,0,0.0001,3136,0.8267614841461182,"[0, 1, 223, 222]",2694,147834,150528,1.789700255102041,fix_mask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixmask,False,0,0.0001,1568,0.8267614841461182,"[0, 1, 223, 222]",1347,149181,150528,0.8948501275510204,fix_mask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixnonmask,False,0,0.0001,50176,0.8267614841461182,"[0, 1, 223, 222]",107412,43116,150528,71.35682397959184,fix_nonmask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixnonmask,False,0,0.0001,25088,0.8267614841461182,"[0, 1, 223, 222]",53706,96822,150528,35.67841198979592,fix_nonmask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixnonmask,False,0,0.0001,12544,0.8267614841461182,"[0, 1, 223, 222]",26853,123675,150528,17.83920599489796,fix_nonmask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixnonmask,False,0,0.0001,6272,0.8267614841461182,"[0, 1, 223, 222]",13428,137100,150528,8.920599489795919,fix_nonmask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixnonmask,False,0,0.0001,3136,0.8267614841461182,"[0, 1, 223, 222]",6714,143814,150528,4.460299744897959,fix_nonmask
n01632458_spotted_salamander,n01632458_spotted_salamander_seg0_fixnonmask,False,0,0.0001,1568,0.8267614841461182,"[0, 1, 223, 222]",3357,147171,150528,2.2301498724489797,fix_nonmask
n01641577_bullfrog,n01641577_bullfrog_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01641577_bullfrog,n01641577_bullfrog_global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,global
n01641577_bullfrog,n01641577_bullfrog_global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,global
n01641577_bullfrog,n01641577_bullfrog_global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,global
n01641577_bullfrog,n01641577_bullfrog_global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,global
n01641577_bullfrog,n01641577_bullfrog_global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,global
n01641577_bullfrog,n01641577_bullfrog_seg0_fixmask,False,0,0.0001,50176,0.7734803557395935,"[0, 0, 223, 223]",21798,128730,150528,14.481026785714286,fix_mask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixmask,False,0,0.0001,25088,0.7734803557395935,"[0, 0, 223, 223]",10899,139629,150528,7.240513392857143,fix_mask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixmask,False,0,0.0001,12544,0.7734803557395935,"[0, 0, 223, 223]",5448,145080,150528,3.6192602040816326,fix_mask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixmask,False,0,0.0001,6272,0.7734803557395935,"[0, 0, 223, 223]",2724,147804,150528,1.8096301020408163,fix_mask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixmask,False,0,0.0001,3136,0.7734803557395935,"[0, 0, 223, 223]",1362,149166,150528,0.9048150510204082,fix_mask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixmask,False,0,0.0001,1568,0.7734803557395935,"[0, 0, 223, 223]",681,149847,150528,0.4524075255102041,fix_mask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixnonmask,False,0,0.0001,50176,0.7734803557395935,"[0, 0, 223, 223]",128730,21798,150528,85.51897321428571,fix_nonmask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixnonmask,False,0,0.0001,25088,0.7734803557395935,"[0, 0, 223, 223]",64365,86163,150528,42.759486607142854,fix_nonmask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixnonmask,False,0,0.0001,12544,0.7734803557395935,"[0, 0, 223, 223]",32184,118344,150528,21.380739795918366,fix_nonmask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixnonmask,False,0,0.0001,6272,0.7734803557395935,"[0, 0, 223, 223]",16092,134436,150528,10.690369897959183,fix_nonmask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixnonmask,False,0,0.0001,3136,0.7734803557395935,"[0, 0, 223, 223]",8046,142482,150528,5.3451849489795915,fix_nonmask
n01641577_bullfrog,n01641577_bullfrog_seg0_fixnonmask,False,0,0.0001,1568,0.7734803557395935,"[0, 0, 223, 223]",4023,146505,150528,2.6725924744897958,fix_nonmask
