instance_id,image,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern,onnx,vnnlib,timeout,result,lb_minus_rhs,domains_visited,bab_time,all_time,init_unstable
11,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k50176_eps_0.0001.vnnlib,1200.0,sat True,,,,9.812008619308472,0.0
12,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,2,,,6,150522,150528,0.0039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k2_eps_0.0002.vnnlib,1200.0,timeout False,-0.1474694609642028,6.0,1623.1989920139313,1740.437400341034,0.0
13,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,10,,,30,150498,150528,0.0199298469387755,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k10_eps_0.0002.vnnlib,1200.0,timeout False,-0.147484540939331,3.0,1905.7872865200045,1914.055710554123,0.0
14,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,20,,,60,150468,150528,0.039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k20_eps_0.0002.vnnlib,1200.0,timeout False,,,,,
15,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,30,,,90,150438,150528,0.0597895408163265,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k30_eps_0.0002.vnnlib,1200.0,timeout False,,,,,
16,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,24,,,72,150456,150528,0.0478316326530612,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k24_eps_0.0002.vnnlib,1200.0,timeout False,,,,,
17,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,50,,,150,150378,150528,0.0996492346938775,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k50_eps_0.0002.vnnlib,1200.0,timeout False,-0.1475875377655029,3.0,1687.6490850448608,1797.2033231258392,0.0
18,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,196,,,588,149940,150528,0.390625,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k196_eps_0.0002.vnnlib,1200.0,timeout False,-0.1479359269142151,3.0,1873.0257670879364,1881.892013311386,0.0
19,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,784,,,2352,148176,150528,1.5625,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k784_eps_0.0002.vnnlib,1200.0,timeout False,-0.1494644880294799,3.0,1815.2653546333313,1824.1724021434784,0.0
20,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,12544,,,37632,112896,150528,25.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k12544_eps_0.0002.vnnlib,1200.0,sat True,,,,9.9157133102417,0.0
21,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,25088,,,75264,75264,150528,50.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k25088_eps_0.0002.vnnlib,1200.0,sat True,,,,9.908524990081789,0.0
22,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0002,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k50176_eps_0.0002.vnnlib,1200.0,sat True,,,,140.47530579566956,0.0
23,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,2,,,6,150522,150528,0.0039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k2_eps_0.0003.vnnlib,1200.0,timeout False,-0.147468090057373,6.0,1675.7582018375397,1684.711997270584,0.0
24,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,10,,,30,150498,150528,0.0199298469387755,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k10_eps_0.0003.vnnlib,1200.0,timeout False,-0.1474969983100891,3.0,2279.3572793006897,2405.4112939834595,0.0
25,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,20,,,60,150468,150528,0.039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k20_eps_0.0003.vnnlib,1200.0,timeout False,,,,,
26,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,30,,,90,150438,150528,0.0597895408163265,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k30_eps_0.0003.vnnlib,1200.0,timeout False,,,,,
27,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,24,,,72,150456,150528,0.0478316326530612,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k24_eps_0.0003.vnnlib,1200.0,timeout False,,,,,
28,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,50,,,150,150378,150528,0.0996492346938775,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k50_eps_0.0003.vnnlib,1200.0,timeout False,-0.1476502418518066,3.0,1786.2288942337036,1806.537931680679,0.0
29,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,196,,,588,149940,150528,0.390625,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k196_eps_0.0003.vnnlib,1200.0,timeout False,-0.1481831669807434,3.0,1861.5593106746671,1873.1652851104736,0.0
30,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,784,,,2352,148176,150528,1.5625,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k784_eps_0.0003.vnnlib,1200.0,timeout False,-0.1505530476570129,3.0,1840.1592671871183,1848.9827806949615,0.0
31,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,12544,,,37632,112896,150528,25.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k12544_eps_0.0003.vnnlib,1200.0,sat True,,,,103.19839119911194,0.0
32,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,25088,,,75264,75264,150528,50.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k25088_eps_0.0003.vnnlib,1200.0,sat True,,,,13.20730447769165,0.0
33,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0003,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k50176_eps_0.0003.vnnlib,1200.0,sat True,,,,80.10185933113098,0.0
34,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,2,,,6,150522,150528,0.0039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k2_eps_0.0004.vnnlib,1200.0,timeout False,-0.147471010684967,6.0,1685.8448824882507,1695.7294962406158,0.0
35,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,10,,,30,150498,150528,0.0199298469387755,global,,,,timeout False,,,,,
36,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,20,,,60,150468,150528,0.039859693877551,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k20_eps_0.0004.vnnlib,1200.0,timeout False,,,,,
37,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,30,,,90,150438,150528,0.0597895408163265,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k30_eps_0.0004.vnnlib,1200.0,timeout False,,,,,
38,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,24,,,72,150456,150528,0.0478316326530612,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k24_eps_0.0004.vnnlib,1200.0,timeout False,,,,,
39,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,50,,,150,150378,150528,0.0996492346938775,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k50_eps_0.0004.vnnlib,1200.0,timeout False,-0.1477165818214416,3.0,1794.6137013435364,1885.5620579719543,0.0
40,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,196,,,588,149940,150528,0.390625,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k196_eps_0.0004.vnnlib,1200.0,timeout False,-0.1484293937683105,3.0,1888.882708787918,1946.763465642929,0.0
41,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,784,,,2352,148176,150528,1.5625,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k784_eps_0.0004.vnnlib,1200.0,timeout False,-0.1517004370689392,3.0,1901.3251054286957,1910.5996539592743,0.0
42,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,12544,,,37632,112896,150528,25.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k12544_eps_0.0004.vnnlib,1200.0,sat True,,,,108.08104634284972,0.0
43,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,25088,,,75264,75264,150528,50.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k25088_eps_0.0004.vnnlib,1200.0,sat True,,,,10.13714051246643,0.0
44,n01531178_goldfinch,n01531178_goldfinch_global,True,-1,0.0004,50176,,,150528,0,150528,100.0,global,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k50176_eps_0.0004.vnnlib,1200.0,sat True,,,,11.507725715637209,0.0
45,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,2,0.889735996723175,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k2_eps_0.0001.vnnlib,1200.0,timeout False,-0.1474642753601074,46815.0,1194.1641869544983,1202.7990601062777,0.0
46,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,10,0.889735996723175,"[0, 0, 223, 223]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k10_eps_0.0001.vnnlib,1200.0,timeout False,-0.1474632024765014,6.0,1317.9805324077606,1389.8223493099213,0.0
47,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,20,0.889735996723175,"[0, 0, 223, 223]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k20_eps_0.0001.vnnlib,1200.0,timeout False,-0.1474670767784118,3.0,1149.9373061656952,1241.199678659439,0.0
48,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,30,0.889735996723175,"[0, 0, 223, 223]",21,150507,150528,0.0139508928571428,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k30_eps_0.0001.vnnlib,1200.0,timeout False,-0.1474705338478088,3.0,1420.9819521903992,1503.0260815620422,0.0
49,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,24,0.889735996723175,"[0, 0, 223, 223]",15,150513,150528,0.0099649234693877,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k24_eps_0.0001.vnnlib,1200.0,timeout False,-0.1474716067314148,3.0,1577.6728672981262,1585.9674623012545,0.0
50,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,50,0.889735996723175,"[0, 0, 223, 223]",33,150495,150528,0.021922831632653,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k50_eps_0.0001.vnnlib,1200.0,timeout False,-0.147475004196167,3.0,1773.1647520065308,1864.6597261428833,0.0
51,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,196,0.889735996723175,"[0, 0, 223, 223]",132,150396,150528,0.0876913265306122,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k196_eps_0.0001.vnnlib,1200.0,timeout False,-0.1475237011909485,3.0,1639.1816945075989,1706.4140284061432,0.0
52,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,784,0.889735996723175,"[0, 0, 223, 223]",528,150000,150528,0.350765306122449,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k784_eps_0.0001.vnnlib,1200.0,timeout False,-0.1477037072181701,3.0,1794.818210363388,1903.8595805168152,0.0
53,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,12544,0.889735996723175,"[0, 0, 223, 223]",8463,142065,150528,5.622209821428571,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k12544_eps_0.0001.vnnlib,1200.0,timeout False,-0.1513943672180175,3.0,1871.0177006721497,2005.7387442588808,0.0
54,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,25088,0.889735996723175,"[0, 0, 223, 223]",16926,133602,150528,11.244419642857142,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k25088_eps_0.0001.vnnlib,1200.0,sat True,,,,9.991254806518556,0.0
55,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0001,50176,0.889735996723175,"[0, 0, 223, 223]",33852,116676,150528,22.488839285714285,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k50176_eps_0.0001.vnnlib,1200.0,sat True,,,,141.02145743370056,0.0
56,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,2,0.889735996723175,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k2_eps_0.0002.vnnlib,1200.0,timeout False,-0.1474641561508178,42597.0,1086.224105834961,1202.4464480876925,0.0
57,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,10,0.889735996723175,"[0, 0, 223, 223]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k10_eps_0.0002.vnnlib,1200.0,timeout False,-0.1474641561508178,6.0,1339.5330777168274,1348.4722723960876,0.0
58,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,20,0.889735996723175,"[0, 0, 223, 223]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k20_eps_0.0002.vnnlib,1200.0,timeout False,-0.1474701762199401,3.0,1179.4500138759613,1315.413301944733,0.0
59,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,30,0.889735996723175,"[0, 0, 223, 223]",21,150507,150528,0.0139508928571428,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k30_eps_0.0002.vnnlib,1200.0,timeout False,-0.1474764347076416,3.0,1449.34446144104,1566.9491872787476,0.0
60,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,24,0.889735996723175,"[0, 0, 223, 223]",15,150513,150528,0.0099649234693877,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k24_eps_0.0002.vnnlib,1200.0,timeout False,-0.147481083869934,3.0,1703.6269578933716,1811.9294135570528,0.0
61,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,50,0.889735996723175,"[0, 0, 223, 223]",33,150495,150528,0.021922831632653,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k50_eps_0.0002.vnnlib,1200.0,timeout False,-0.1474897265434265,3.0,1988.451745510101,2118.320045948029,0.0
62,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,196,0.889735996723175,"[0, 0, 223, 223]",132,150396,150528,0.0876913265306122,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k196_eps_0.0002.vnnlib,1200.0,timeout False,-0.1475839614868164,3.0,1706.9094586372375,1794.0671005249023,0.0
63,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,784,0.889735996723175,"[0, 0, 223, 223]",528,150000,150528,0.350765306122449,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k784_eps_0.0002.vnnlib,1200.0,timeout False,-0.1479523777961731,3.0,1818.5259132385256,1827.0592324733736,0.0
64,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,12544,0.889735996723175,"[0, 0, 223, 223]",8463,142065,150528,5.622209821428571,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k12544_eps_0.0002.vnnlib,1200.0,timeout False,-0.1564902067184448,3.0,1952.8482513427737,2088.257576227188,0.0
65,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,25088,0.889735996723175,"[0, 0, 223, 223]",16926,133602,150528,11.244419642857142,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k25088_eps_0.0002.vnnlib,1200.0,sat True,,,,119.31447219848631,0.0
66,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0002,50176,0.889735996723175,"[0, 0, 223, 223]",33852,116676,150528,22.488839285714285,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k50176_eps_0.0002.vnnlib,1200.0,sat True,,,,110.087641954422,0.0
67,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,2,0.889735996723175,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k2_eps_0.0003.vnnlib,1200.0,timeout False,-0.1474640965461731,46947.0,1194.2036035060885,1202.6612796783447,0.0
68,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,10,0.889735996723175,"[0, 0, 223, 223]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k10_eps_0.0003.vnnlib,1200.0,timeout False,-0.1474646925926208,6.0,1335.7365062236786,1445.2962968349457,0.0
69,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,20,0.889735996723175,"[0, 0, 223, 223]",12,150516,150528,0.0079719387755102,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k20_eps_0.0003.vnnlib,1200.0,timeout False,-0.1474770903587341,3.0,1222.377410173416,1354.457043170929,0.0
70,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,30,0.889735996723175,"[0, 0, 223, 223]",21,150507,150528,0.0139508928571428,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k30_eps_0.0003.vnnlib,1200.0,timeout False,,,,,
71,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,24,0.889735996723175,"[0, 0, 223, 223]",15,150513,150528,0.0099649234693877,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k24_eps_0.0003.vnnlib,1200.0,timeout False,-0.1474901437759399,3.0,4998.857113599777,5117.453210115433,0.0
72,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,50,0.889735996723175,"[0, 0, 223, 223]",33,150495,150528,0.021922831632653,fix_mask,,,,timeout False,,,,,
73,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,196,0.889735996723175,"[0, 0, 223, 223]",132,150396,150528,0.0876913265306122,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k196_eps_0.0003.vnnlib,1200.0,timeout False,-0.1476449966430664,3.0,1734.9515669345856,1852.8896601200104,0.0
74,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,784,0.889735996723175,"[0, 0, 223, 223]",528,150000,150528,0.350765306122449,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k784_eps_0.0003.vnnlib,1200.0,timeout False,-0.1482051014900207,3.0,1854.5355694293976,1961.6829571723936,0.0
75,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,12544,0.889735996723175,"[0, 0, 223, 223]",8463,142065,150528,5.622209821428571,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k12544_eps_0.0003.vnnlib,1200.0,timeout False,-0.163441777229309,3.0,2026.8482036590576,2035.544730424881,0.0
76,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,25088,0.889735996723175,"[0, 0, 223, 223]",16926,133602,150528,11.244419642857142,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k25088_eps_0.0003.vnnlib,1200.0,sat True,,,,129.95209074020386,0.0
77,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0003,50176,0.889735996723175,"[0, 0, 223, 223]",33852,116676,150528,22.488839285714285,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k50176_eps_0.0003.vnnlib,1200.0,sat True,,,,141.1933560371399,0.0
78,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,2,0.889735996723175,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k2_eps_0.0004.vnnlib,1200.0,timeout False,-0.1474645137786865,42522.0,1085.3383901119232,1202.4675679206848,0.0
79,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,10,0.889735996723175,"[0, 0, 223, 223]",6,150522,150528,0.0039859693877551,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k10_eps_0.0004.vnnlib,1200.0,timeout False,-0.147466242313385,6.0,1346.9577548503876,1476.4665050506592,0.0
80,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,20,0.889735996723175,"[0, 0, 223, 223]",12,150516,150528,0.0079719387755102,fix_mask,,,,timeout False,,,,,
81,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,30,0.889735996723175,"[0, 0, 223, 223]",21,150507,150528,0.0139508928571428,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k30_eps_0.0004.vnnlib,1200.0,timeout False,,,,,
82,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,24,0.889735996723175,"[0, 0, 223, 223]",15,150513,150528,0.0099649234693877,fix_mask,,,,timeout False,,,,,
83,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,50,0.889735996723175,"[0, 0, 223, 223]",33,150495,150528,0.021922831632653,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k50_eps_0.0004.vnnlib,1200.0,timeout False,,,,,
84,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,196,0.889735996723175,"[0, 0, 223, 223]",132,150396,150528,0.0876913265306122,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k196_eps_0.0004.vnnlib,1200.0,timeout False,-0.147709846496582,3.0,1745.4777584075928,1754.6593704223633,0.0
85,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,784,0.889735996723175,"[0, 0, 223, 223]",528,150000,150528,0.350765306122449,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k784_eps_0.0004.vnnlib,1200.0,timeout False,-0.148460566997528,3.0,1886.788301944733,1895.711420297623,0.0
86,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,12544,0.889735996723175,"[0, 0, 223, 223]",8463,142065,150528,5.622209821428571,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k12544_eps_0.0004.vnnlib,1200.0,timeout False,-0.1730912327766418,3.0,2127.280117750168,2136.399850845337,0.0
87,n01531178_goldfinch,n01531178_goldfinch_seg0_fixmask,False,0,0.0004,25088,0.889735996723175,"[0, 0, 223, 223]",16926,133602,150528,11.244419642857142,fix_mask,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k25088_eps_0.0004.vnnlib,1200.0,sat True,,,,10.944641351699827,0.0
