image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
resnet_large__label_18__idx_75,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9115933775901794,"[0, 0, 31, 31]",3,3069,3072,0.09765625,random
resnet_large__label_18__idx_75,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9115933775901794,"[0, 0, 31, 31]",3069,3,3072,99.90234375,random
resnet_large__label_18__idx_917,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_18__idx_917,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5624877214431763,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_18__idx_917,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5624877214431763,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_19__idx_1885,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_19__idx_1885,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6435689926147461,"[0, 0, 31, 31]",228,2844,3072,7.421875,random
resnet_large__label_19__idx_1885,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6435689926147461,"[0, 0, 31, 31]",2844,228,3072,92.578125,random
resnet_large__label_19__idx_9413,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_19__idx_9413,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7553836107254028,"[0, 0, 31, 31]",12,3060,3072,0.390625,random
resnet_large__label_19__idx_9413,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7553836107254028,"[0, 0, 31, 31]",3060,12,3072,99.609375,random
resnet_large__label_1__idx_8126,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_1__idx_8126,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8960622549057007,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_1__idx_8126,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8960622549057007,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_21__idx_2858,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_21__idx_2858,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8062036633491516,"[0, 0, 31, 31]",162,2910,3072,5.2734375,random
resnet_large__label_21__idx_2858,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8062036633491516,"[0, 0, 31, 31]",2910,162,3072,94.7265625,random
resnet_large__label_21__idx_9995,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_21__idx_9995,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7802404761314392,"[0, 0, 31, 31]",348,2724,3072,11.328125,random
resnet_large__label_21__idx_9995,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7802404761314392,"[0, 0, 31, 31]",2724,348,3072,88.671875,random
resnet_large__label_22__idx_700,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_22__idx_700,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8589838743209839,"[0, 0, 31, 31]",441,2631,3072,14.35546875,random
resnet_large__label_22__idx_700,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8589838743209839,"[0, 0, 31, 31]",2631,441,3072,85.64453125,random
resnet_large__label_25__idx_2209,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_25__idx_2209,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8551040291786194,"[0, 0, 31, 31]",156,2916,3072,5.078125,random
resnet_large__label_25__idx_2209,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8551040291786194,"[0, 0, 31, 31]",2916,156,3072,94.921875,random
resnet_large__label_25__idx_2893,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_25__idx_2893,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.47777026891708374,"[0, 0, 31, 31]",144,2928,3072,4.6875,random
resnet_large__label_25__idx_2893,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.47777026891708374,"[0, 0, 31, 31]",2928,144,3072,95.3125,random
resnet_large__label_26__idx_212,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_26__idx_212,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7895626425743103,"[0, 0, 31, 31]",174,2898,3072,5.6640625,random
resnet_large__label_26__idx_212,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7895626425743103,"[0, 0, 31, 31]",2898,174,3072,94.3359375,random
resnet_large__label_26__idx_8903,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_26__idx_8903,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8146437406539917,"[0, 0, 31, 31]",117,2955,3072,3.80859375,random
resnet_large__label_26__idx_8903,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8146437406539917,"[0, 0, 31, 31]",2955,117,3072,96.19140625,random
resnet_large__label_27__idx_7106,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_27__idx_7106,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8352824449539185,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_27__idx_7106,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8352824449539185,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_29__idx_242,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_29__idx_242,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6771342754364014,"[0, 0, 31, 31]",222,2850,3072,7.2265625,random
resnet_large__label_29__idx_242,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6771342754364014,"[0, 0, 31, 31]",2850,222,3072,92.7734375,random
resnet_large__label_2__idx_3801,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_2__idx_3801,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8425372242927551,"[0, 0, 31, 31]",153,2919,3072,4.98046875,random
resnet_large__label_2__idx_3801,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8425372242927551,"[0, 0, 31, 31]",2919,153,3072,95.01953125,random
resnet_large__label_2__idx_972,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_2__idx_972,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8435524106025696,"[0, 0, 31, 29]",507,2565,3072,16.50390625,random
resnet_large__label_2__idx_972,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8435524106025696,"[0, 0, 31, 29]",2565,507,3072,83.49609375,random
resnet_large__label_31__idx_3906,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_31__idx_3906,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.28341272473335266,"[0, 0, 31, 31]",165,2907,3072,5.37109375,random
resnet_large__label_31__idx_3906,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.28341272473335266,"[0, 0, 31, 31]",2907,165,3072,94.62890625,random
resnet_large__label_31__idx_476,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_31__idx_476,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9072850346565247,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_31__idx_476,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9072850346565247,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_31__idx_4804,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_31__idx_4804,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6727989315986633,"[0, 0, 31, 31]",96,2976,3072,3.125,random
resnet_large__label_31__idx_4804,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6727989315986633,"[0, 0, 31, 31]",2976,96,3072,96.875,random
resnet_large__label_32__idx_4987,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_32__idx_4987,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9277007579803467,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_32__idx_4987,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9277007579803467,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_33__idx_313,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_33__idx_313,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.2942017614841461,"[0, 0, 31, 31]",6,3066,3072,0.1953125,random
resnet_large__label_33__idx_313,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.2942017614841461,"[0, 0, 31, 31]",3066,6,3072,99.8046875,random
resnet_large__label_33__idx_4318,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_33__idx_4318,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.24670179188251495,"[0, 0, 31, 31]",156,2916,3072,5.078125,random
resnet_large__label_33__idx_4318,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.24670179188251495,"[0, 0, 31, 31]",2916,156,3072,94.921875,random
resnet_large__label_34__idx_4347,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_34__idx_4347,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7758581638336182,"[0, 0, 31, 31]",153,2919,3072,4.98046875,random
resnet_large__label_34__idx_4347,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7758581638336182,"[0, 0, 31, 31]",2919,153,3072,95.01953125,random
resnet_large__label_34__idx_589,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_34__idx_589,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.9014385938644409,"[0, 0, 31, 31]",282,2790,3072,9.1796875,random
resnet_large__label_34__idx_589,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.9014385938644409,"[0, 0, 31, 31]",2790,282,3072,90.8203125,random
resnet_large__label_34__idx_6873,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_34__idx_6873,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7704927921295166,"[0, 0, 31, 31]",3,3069,3072,0.09765625,random
resnet_large__label_34__idx_6873,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7704927921295166,"[0, 0, 31, 31]",3069,3,3072,99.90234375,random
resnet_large__label_36__idx_2400,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_36__idx_2400,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8504737019538879,"[0, 0, 31, 31]",252,2820,3072,8.203125,random
resnet_large__label_36__idx_2400,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8504737019538879,"[0, 0, 31, 31]",2820,252,3072,91.796875,random
resnet_large__label_37__idx_2903,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_37__idx_2903,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7983497381210327,"[0, 0, 31, 31]",222,2850,3072,7.2265625,random
resnet_large__label_37__idx_2903,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7983497381210327,"[0, 0, 31, 31]",2850,222,3072,92.7734375,random
resnet_large__label_37__idx_7273,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_37__idx_7273,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.6784488558769226,"[0, 0, 31, 31]",489,2583,3072,15.91796875,random
resnet_large__label_37__idx_7273,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.6784488558769226,"[0, 0, 31, 31]",2583,489,3072,84.08203125,random
resnet_large__label_40__idx_3718,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_40__idx_3718,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7769520282745361,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_40__idx_3718,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7769520282745361,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_40__idx_4421,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_40__idx_4421,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8894377946853638,"[0, 0, 31, 31]",648,2424,3072,21.09375,random
resnet_large__label_40__idx_4421,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8894377946853638,"[0, 0, 31, 31]",2424,648,3072,78.90625,random
resnet_large__label_41__idx_3593,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_41__idx_3593,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8697383999824524,"[0, 0, 31, 31]",654,2418,3072,21.2890625,random
resnet_large__label_41__idx_3593,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8697383999824524,"[0, 0, 31, 31]",2418,654,3072,78.7109375,random
resnet_large__label_42__idx_1753,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_42__idx_1753,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.848580002784729,"[0, 0, 31, 31]",144,2928,3072,4.6875,random
resnet_large__label_42__idx_1753,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.848580002784729,"[0, 0, 31, 31]",2928,144,3072,95.3125,random
resnet_large__label_43__idx_6556,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_43__idx_6556,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8861744403839111,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_43__idx_6556,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8861744403839111,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_44__idx_2912,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_44__idx_2912,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8107413649559021,"[0, 0, 31, 31]",6,3066,3072,0.1953125,random
resnet_large__label_44__idx_2912,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8107413649559021,"[0, 0, 31, 31]",3066,6,3072,99.8046875,random
resnet_large__label_47__idx_6926,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_47__idx_6926,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.831118106842041,"[0, 0, 30, 31]",843,2229,3072,27.44140625,random
resnet_large__label_47__idx_6926,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.831118106842041,"[0, 0, 30, 31]",2229,843,3072,72.55859375,random
resnet_large__label_48__idx_5797,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_48__idx_5797,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7583187222480774,"[0, 0, 31, 31]",36,3036,3072,1.171875,random
resnet_large__label_48__idx_5797,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7583187222480774,"[0, 0, 31, 31]",3036,36,3072,98.828125,random
resnet_large__label_48__idx_6431,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_48__idx_6431,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7120707631111145,"[0, 0, 31, 31]",21,3051,3072,0.68359375,random
resnet_large__label_48__idx_6431,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7120707631111145,"[0, 0, 31, 31]",3051,21,3072,99.31640625,random
resnet_large__label_48__idx_8860,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_48__idx_8860,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8003259301185608,"[0, 0, 31, 28]",480,2592,3072,15.625,random
resnet_large__label_48__idx_8860,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8003259301185608,"[0, 0, 31, 28]",2592,480,3072,84.375,random
resnet_large__label_49__idx_6596,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_49__idx_6596,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.45501089096069336,"[0, 0, 31, 31]",0,3072,3072,0.0,random
resnet_large__label_49__idx_6596,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.45501089096069336,"[0, 0, 31, 31]",3072,0,3072,100.0,random
resnet_large__label_4__idx_3855,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_4__idx_3855,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8277073502540588,"[0, 0, 31, 31]",321,2751,3072,10.44921875,random
resnet_large__label_4__idx_3855,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8277073502540588,"[0, 0, 31, 31]",2751,321,3072,89.55078125,random
resnet_large__label_50__idx_2762,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_50__idx_2762,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8677627444267273,"[0, 2, 31, 31]",315,2757,3072,10.25390625,random
resnet_large__label_50__idx_2762,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8677627444267273,"[0, 2, 31, 31]",2757,315,3072,89.74609375,random
resnet_large__label_51__idx_2582,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_51__idx_2582,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7326828241348267,"[0, 0, 31, 31]",435,2637,3072,14.16015625,random
resnet_large__label_51__idx_2582,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7326828241348267,"[0, 0, 31, 31]",2637,435,3072,85.83984375,random
resnet_large__label_51__idx_3515,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_51__idx_3515,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.3859647810459137,"[0, 0, 31, 31]",99,2973,3072,3.22265625,random
resnet_large__label_51__idx_3515,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.3859647810459137,"[0, 0, 31, 31]",2973,99,3072,96.77734375,random
resnet_large__label_52__idx_161,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_52__idx_161,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5573990941047668,"[0, 0, 31, 31]",117,2955,3072,3.80859375,random
resnet_large__label_52__idx_161,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5573990941047668,"[0, 0, 31, 31]",2955,117,3072,96.19140625,random
resnet_large__label_52__idx_2381,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_52__idx_2381,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5340437889099121,"[0, 0, 31, 31]",420,2652,3072,13.671875,random
resnet_large__label_52__idx_2381,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5340437889099121,"[0, 0, 31, 31]",2652,420,3072,86.328125,random
resnet_large__label_53__idx_7605,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_53__idx_7605,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.2672313451766968,"[0, 0, 31, 31]",699,2373,3072,22.75390625,random
resnet_large__label_53__idx_7605,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.2672313451766968,"[0, 0, 31, 31]",2373,699,3072,77.24609375,random
resnet_large__label_55__idx_1524,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_55__idx_1524,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7420608997344971,"[0, 0, 31, 31]",183,2889,3072,5.95703125,random
resnet_large__label_55__idx_1524,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7420608997344971,"[0, 0, 31, 31]",2889,183,3072,94.04296875,random
resnet_large__label_58__idx_7923,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_58__idx_7923,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.7817016839981079,"[0, 0, 31, 31]",489,2583,3072,15.91796875,random
resnet_large__label_58__idx_7923,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.7817016839981079,"[0, 0, 31, 31]",2583,489,3072,84.08203125,random
resnet_large__label_58__idx_9116,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_58__idx_9116,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.8206261396408081,"[0, 0, 31, 31]",291,2781,3072,9.47265625,random
resnet_large__label_58__idx_9116,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.8206261396408081,"[0, 0, 31, 31]",2781,291,3072,90.52734375,random
resnet_large__label_59__idx_5602,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_59__idx_5602,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.5765247344970703,"[0, 0, 31, 31]",3,3069,3072,0.09765625,random
resnet_large__label_59__idx_5602,CIFAR100_resnet_large,fix_nonmask,False,0,0.0039,1024,0.5765247344970703,"[0, 0, 31, 31]",3069,3,3072,99.90234375,random
resnet_large__label_5__idx_3142,CIFAR100_resnet_large,global,True,-1,0.0039,1024,,,3072,0,3072,100.0,random
resnet_large__label_5__idx_3142,CIFAR100_resnet_large,fix_mask,False,0,0.0039,1024,0.3756674826145172,"[0, 0, 31, 31]",30,3042,3072,0.9765625,random
